Record_ID,DateKey,GeographyKey,DisasterTypeKey,Disaster_Occurred,Compound_Event,Hazard_Severity,Rainfall_Anomaly,Temperature_Anomaly,Wind_Speed_kmph,River_Level_Metres,Soil_Moisture,Drought_Index,Vegetation_Index,Seismic_Activity_Index,Hazard_Score,Exposure_Score,Vulnerability_Score,Preparedness_Score,Disaster_Risk_Score,Risk_Category,Emergency_Response_Time_Minutes
REC_2015_01_D_017,20150101,17,1,0,0,0.0,0.1976,-0.2643,32.92,2.24,0.8,19.85,0.5744,0.82,12.798237841308412,41.52962639845882,38.84062459898227,62.20012948804264,31.49200820414427,Moderate,65.7
REC_2015_01_D_018,20150101,18,1,0,0,0.0,0.1072,0.2429,21.57,2.35,0.7211,23.9,0.6557,0.82,8.628692754986224,39.88696650391908,55.54368260944091,38.2422554777414,38.79781900928758,High,54.8
REC_2015_01_D_019,20150101,19,1,0,0,0.0,1.71,-1.8966,24.53,6.74,0.95,4.92,0.641,0.82,32.37666067618739,14.328549093174011,57.20085496817956,65.22117071653376,34.55111507488786,Moderate,100.9
REC_2015_01_D_020,20150101,20,1,0,0,0.0,-0.7862,0.9714,13.76,1.33,0.5888,49.11,0.6077,0.82,16.230138661818426,19.564482326825814,55.0841304589801,82.76632865874386,26.977929063248236,Low,91.4
REC_2015_01_D_021,20150101,21,1,0,0,0.0,-1.0057,0.5872,52.11,2.49,0.7137,27.97,0.637,0.74,26.595184754578533,41.77836042797354,40.706560784928335,79.79143792056232,32.641498145486565,Moderate,98.8
REC_2015_01_D_022,20150101,22,1,0,0,0.0,-0.6624,-2.4254,55.11,3.31,0.8552,9.02,0.5491,0.74,34.49935204153045,58.72107021119209,36.29957434159076,29.975688087193262,48.1098291332162,Critical,108.8
REC_2015_01_D_023,20150101,23,1,0,0,0.0,0.5486,-0.3665,49.83,4.78,0.95,3.61,0.6541,0.74,20.77583812881213,50.66555724112025,50.83593649130397,67.4718696670559,38.11375093833851,High,69.1
REC_2015_01_D_024,20150101,24,1,0,0,0.0,1.0112,0.5772,46.88,6.13,0.95,6.54,0.6443,0.74,25.081673489128452,8.341407160644252,32.3606663894313,72.90231214352876,23.119558005551674,Low,132.7
REC_2015_01_D_025,20150101,25,2,1,0,3.41,0.6386,0.8405,39.87,5.01,0.8114,25.97,0.5654,0.74,21.268509181161285,61.78981770489074,75.652550702432,65.00650473430196,47.73984390931868,Critical,86.5
REC_2015_01_D_026,20150101,26,1,0,0,0.0,-1.3778,1.1698,34.19,2.48,0.3848,69.4,0.4649,0.74,27.830365302863136,50.73163680260215,52.12339837776163,47.89394353566119,44.48407967881765,Critical,104.9
REC_2015_01_D_027,20150101,27,1,0,0,0.0,1.7263,2.8867,31.81,8.4,0.7571,41.63,0.6124,0.74,39.51737114989274,50.63316187805143,50.47138210144281,29.340379342324773,51.26327147137643,Critical,90.6
REC_2015_01_D_028,20150101,28,1,0,0,0.0,1.1138,0.1131,27.22,6.02,0.8758,10.99,0.668,0.74,17.778494059957705,24.448068589559043,61.088561755721535,82.80426005576516,30.156853793154426,Low,107.6
REC_2015_01_D_029,20150101,29,1,0,0,0.0,-0.1433,2.1464,24.05,2.34,0.4643,64.12,0.5659,0.74,19.53416721355412,52.74503271216514,48.50880863065644,52.214281322447945,40.73085423528204,High,66.1
REC_2015_01_D_030,20150101,30,1,0,0,0.0,-0.7184,4.5893,18.97,1.6,0.3578,87.36,0.5654,0.74,36.36165067572992,21.822039953416304,49.34496101382907,37.26440046856768,41.24736535081678,Critical,106.1
REC_2015_01_D_031,20150101,31,1,0,0,0.0,-1.0256,-2.8426,52.19,2.42,0.7587,21.64,0.5766,0.66,38.58598790288782,43.84141071866844,62.12462609090435,83.17005310944502,41.43329495137053,Critical,96.2
REC_2015_01_D_032,20150101,32,3,1,0,4.0,1.087,-0.0029,48.91,6.94,0.95,4.0,0.6313,0.66,22.70287547813277,20.99103786593248,37.320482078787634,36.64276821210599,34.060188987198664,Moderate,54.9
REC_2015_01_D_033,20150101,33,1,0,0,0.0,-0.51,-0.6133,43.8,3.44,0.7922,22.41,0.5211,0.66,19.55714494511393,46.71144141642682,44.22766486045745,77.87630212686983,33.02665962738128,Moderate,135.8
REC_2015_01_D_034,20150101,34,1,0,0,0.0,0.3382,2.9169,44.1,4.74,0.6426,48.16,0.5978,0.66,30.7047201754164,36.46349643696107,34.5615563954576,71.50367166470852,32.66694492778788,Moderate,133.1
REC_2015_01_D_035,20150101,35,1,0,0,0.0,0.8473,1.2011,39.56,5.15,0.8268,25.93,0.5933,0.66,24.46015724677078,13.769059273802393,54.16130950748935,24.030360039539804,39.51456736144621,High,93.0
REC_2015_01_D_036,20150101,36,1,0,0,0.0,1.3369,-0.6019,36.64,7.32,0.95,4.12,0.6688,0.66,24.59637400358969,24.37909522159899,34.552456639368025,59.509637001638666,30.209872765990927,Low,131.5
REC_2015_01_D_037,20150101,37,1,0,0,0.0,1.0919,-1.7545,27.79,5.78,0.7421,22.74,0.4647,0.66,26.20336038310101,40.074163586472416,21.629661348054885,69.4011307713372,29.40673819429469,Low,72.1
REC_2015_01_D_038,20150101,38,1,0,0,0.0,-0.0255,0.4567,20.85,2.6,0.5216,48.08,0.5832,0.66,7.894904232528103,32.609795150804665,28.56103657087448,72.48856547172969,23.16346610583228,Low,56.8
REC_2015_01_D_039,20150101,39,1,0,0,0.0,-0.5397,0.1787,21.72,2.07,0.5737,50.43,0.516,0.66,11.085926245731445,12.69337473254878,50.70692247425652,37.13899380455376,31.748053414510004,Moderate,45.4
REC_2015_01_D_040,20150101,40,1,0,0,0.0,0.2374,-1.982,17.27,3.41,0.757,24.97,0.6271,0.66,17.008945201318433,75.21184859888267,26.74990947228804,67.79356730617951,37.0344096169523,High,107.0
REC_2015_01_D_041,20150101,41,1,0,0,0.0,-0.4631,-1.1497,53.42,4.21,0.9409,9.66,0.6218,0.58,24.352756053709385,57.458149974145584,64.89355208390137,70.43032051580803,43.80768822746295,Critical,92.6
REC_2015_01_D_042,20150101,42,1,0,0,0.0,-0.4404,-2.9605,54.21,3.33,0.95,3.94,0.7915,0.58,34.24857116320688,5.1152002450060206,37.34710255636375,56.018061869838576,29.686534675336794,Low,110.6
REC_2015_01_D_043,20150101,43,1,0,0,0.0,-0.5991,1.5858,53.05,2.58,0.5669,52.45,0.5695,0.58,27.800219091376327,57.08601562645466,47.32618606133418,92.49202795086,35.94471055918811,High,88.4
REC_2015_01_D_044,20150101,44,1,0,0,0.0,0.696,-2.0374,48.68,5.47,0.95,1.31,0.6728,0.58,29.84103289541934,30.591861484598336,25.970073808965687,70.54438597355876,28.983916497305053,Low,153.3
REC_2015_01_D_045,20150101,45,1,0,0,0.0,-0.7856,-0.108,38.05,2.8,0.5831,42.29,0.4906,0.58,17.04395513296969,46.35745848035115,50.40326171101359,69.90553090766197,35.322260406199696,Moderate,58.4
REC_2015_01_D_046,20150101,46,2,1,0,3.92,1.3347,1.4938,31.59,6.61,0.8445,19.61,0.5967,0.58,27.489745178284814,32.17089697076981,44.11842677240762,61.24371642535475,35.07051120420885,Moderate,76.8
REC_2015_01_D_047,20150101,47,1,0,0,0.0,0.194,-2.3566,33.32,3.82,0.7874,16.08,0.5962,0.58,22.805808980420323,45.74157023420421,49.23752985713009,46.90656110142344,41.205205496674985,Critical,125.4
REC_2015_01_D_048,20150101,48,1,0,0,0.0,0.2128,-0.7836,30.26,3.55,0.6442,36.04,0.5214,0.58,13.517742093766138,29.98368470777941,57.43429265374266,35.391187957633214,38.83157937698372,High,81.3
REC_2015_01_D_049,20150101,49,2,1,0,3.35,1.6799,-1.7007,26.32,7.1,0.95,1.95,0.6886,0.58,30.08940260656349,19.192450665262484,53.37893414996034,17.5796152907188,43.653743927631,Critical,73.5
REC_2015_01_D_050,20150101,50,1,0,0,0.0,-0.6064,-0.2298,17.53,1.87,0.5728,44.78,0.5253,0.58,10.243461308751076,47.681017602218624,27.69028943038296,73.32477020445036,27.25091110988565,Low,101.0
REC_2015_01_D_051,20150101,51,1,0,0,0.0,-0.0407,0.6193,61.05,3.95,0.9132,11.94,0.6019,0.5,19.51013179909449,27.92128235331925,38.27582972582212,72.02587933451491,27.997141692610708,Low,110.3
REC_2015_01_D_052,20150101,52,1,0,0,0.0,1.0136,0.8062,53.98,6.74,0.95,9.8,0.6565,0.5,26.92049079003697,11.848665665346788,54.200791945221546,48.293077882849694,34.929896063083234,Moderate,49.6
REC_2015_01_D_053,20150101,53,1,0,0,0.0,0.2266,0.4057,49.91,4.4,0.834,16.3,0.5749,0.5,16.74779836719311,40.5686367631134,44.014042776967,73.42604874190063,31.48479964679791,Moderate,87.5
REC_2015_01_D_054,20150101,54,1,0,0,0.0,-0.0487,0.82,42.65,3.64,0.7035,31.12,0.5862,0.5,15.37205639388494,35.86924653438236,50.46821428817243,42.15283631345357,37.76541486111347,High,98.6
REC_2015_01_D_055,20150101,55,1,0,0,0.0,0.6476,1.465,43.25,5.42,0.6413,43.73,0.5545,0.5,24.24744031044097,72.7063909330949,74.0972083061645,78.03181998873931,48.36876790519928,Critical,54.6
REC_2015_01_D_056,20150101,56,1,0,0,0.0,0.5281,1.0351,29.92,4.36,0.6793,33.16,0.5358,0.5,17.02994297392957,52.83199127075826,28.642757935680585,89.4144058835145,27.59478901708568,Low,72.7
REC_2015_01_D_057,20150101,57,1,0,0,0.0,-0.1077,1.5878,30.86,2.87,0.6761,38.61,0.5357,0.5,16.669523819134298,38.3751525553464,32.76664183569189,57.61306291619957,31.263693160259947,Moderate,157.7
REC_2015_01_D_058,20150101,58,1,0,0,0.0,-0.3172,0.7195,24.28,3.06,0.5435,49.06,0.4867,0.5,11.858639479672869,61.747901541836114,72.82760562305128,62.90970328309983,44.61952797850375,Critical,118.6
REC_2015_01_D_059,20150101,59,1,0,0,0.0,-1.2063,1.8124,21.07,2.63,0.5159,52.49,0.535,0.5,24.59070283558618,13.018560403002304,64.7071138453799,80.69962711614923,30.668703989541555,Low,54.3
REC_2015_01_D_060,20150101,60,1,0,0,0.0,-0.8289,-0.0941,21.99,1.9,0.5588,42.77,0.4377,0.5,12.22508502560176,45.941318967148895,52.49473604011697,68.97721182437782,34.48109689462143,Moderate,87.3
REC_2015_01_D_061,20150101,61,2,1,0,2.78,-0.4621,0.8187,59.45,4.01,0.8398,23.45,0.5273,0.449,23.47295474465344,51.03237883608748,24.64712979529749,79.85363027649267,29.99103752594374,Low,84.1
REC_2015_01_D_062,20150101,62,1,0,0,0.0,0.325,-0.9712,51.94,4.57,0.9348,3.24,0.6554,0.444,20.921706630869053,28.300282103676043,48.26710791312465,41.64915797394693,37.08852789867151,High,34.1
REC_2015_01_D_063,20150101,63,1,0,0,0.0,-2.6031,-0.0584,50.26,2.24,0.4803,51.43,0.5009,0.475,35.39227101088786,37.01164561068977,51.87447274247596,49.61876716400182,42.91545745875742,Critical,137.2
REC_2015_01_D_064,20150101,64,1,0,0,0.0,0.906,-3.1649,42.2,6.09,0.95,3.33,0.6626,0.446,35.11252755911775,62.92763340273532,35.34463147943476,54.12105613994024,44.2776132602898,Critical,73.5
REC_2015_01_D_065,20150101,65,1,0,0,0.0,-0.3813,-1.5428,40.94,3.34,0.7302,25.23,0.6221,0.495,21.667930552962773,20.240539950938206,73.27815861597904,29.723922439169268,43.93526931978429,Critical,120.9
REC_2015_01_D_066,20150101,66,1,0,0,0.0,0.1414,0.8254,33.73,3.93,0.7612,29.56,0.7426,0.445,13.296879976468476,28.48096086829109,42.4017643110071,60.78226910898682,29.553291465967725,Low,50.3
REC_2015_01_D_067,20150101,67,1,0,0,0.0,-0.4696,0.9714,27.62,2.96,0.6563,38.74,0.5685,0.508,15.562659615597466,56.08416925076305,46.48294900970395,72.12231061639764,35.88611532651647,Moderate,129.2
REC_2015_01_D_068,20150101,68,1,0,0,0.0,-0.2881,0.2483,20.85,3.12,0.6148,39.96,0.5728,0.467,7.848584206186705,51.034273143504656,68.82528845523974,65.07246915636304,39.3049718302695,High,49.1
REC_2015_01_D_069,20150101,69,1,0,0,0.0,-0.0317,-2.8284,23.39,2.83,0.7256,28.91,0.576,0.515,20.70982430626693,18.240438489484653,39.46174978408679,56.50259665509807,29.33797502925333,Low,130.7
REC_2015_01_D_070,20150101,70,1,0,0,0.0,1.5223,1.1732,15.42,6.76,0.6666,40.83,0.5739,0.517,22.32298963775196,25.63655020820005,35.93140746796563,80.85725158409807,25.917435993547397,Low,86.6
REC_2015_01_D_071,20150101,71,1,0,0,0.0,-0.3286,-4.0557,55.64,4.34,0.95,5.5,0.5726,0.365,38.33708311592809,54.15905091388214,55.74090803043034,67.14309046770973,45.54749657731461,Critical,112.7
REC_2015_01_D_072,20150101,72,1,0,0,0.0,0.4611,-1.9228,57.64,5.28,0.95,4.23,0.6635,0.362,28.42312375755885,18.85155183658014,59.41025133622982,77.92060208580553,32.50826750330904,Moderate,83.6
REC_2015_01_D_073,20150101,73,2,1,0,2.13,-0.5753,0.9378,51.96,3.29,0.6477,40.89,0.5932,0.383,22.5391608605847,6.106037798835583,61.236968644141925,38.49202522477566,35.89909482396466,Moderate,58.1
REC_2015_01_D_074,20150101,74,1,0,0,0.0,-0.8518,-0.3903,47.74,3.14,0.6988,27.98,0.5709,0.393,20.797737913527406,64.85550048998749,73.9787039576685,71.19525895692807,46.708820694586606,Critical,85.4
REC_2015_01_D_075,20150101,75,1,0,0,0.0,1.5667,0.7401,39.82,7.61,0.9168,5.96,0.5137,0.385,26.566271812384763,36.612097731371605,13.363900151154551,66.43993476479572,27.175894061387822,Low,58.6
REC_2015_01_D_076,20150101,76,1,0,0,0.0,0.1275,1.8426,30.65,3.71,0.7162,46.03,0.511,0.36,17.30829579078347,43.90038073636651,40.445272408107584,61.82453979737786,33.91399406387799,Moderate,95.7
REC_2015_01_D_077,20150101,77,1,0,0,0.0,0.7335,-2.4076,35.01,5.2,0.8774,13.84,0.5274,0.385,27.04620429121082,60.755894465365735,61.64748972693583,65.72220916397846,45.57026550264294,Critical,88.1
REC_2015_01_D_078,20150101,78,4,1,0,3.42,1.8236,0.0698,26.75,8.11,0.9197,7.11,0.6261,0.425,21.62086428845848,26.31788686447562,38.63060840327855,67.76756713697992,29.169869676080104,Low,65.3
REC_2015_01_D_079,20150101,79,1,0,0,0.0,0.4482,3.0958,18.47,3.62,0.6059,50.26,0.5935,0.388,23.57714459743403,33.47389916082457,69.14350928869501,51.289444526100645,42.46960658638998,Critical,85.5
REC_2015_01_D_080,20150101,80,1,0,0,0.0,0.5509,-3.2063,18.08,4.65,0.7795,24.72,0.5647,0.351,24.729153020320314,32.05784194890292,51.02901124220326,63.41947823686303,35.50656355650003,Moderate,100.3
REC_2015_01_D_081,20150101,81,1,0,0,0.0,0.2522,0.1343,53.05,4.61,0.8145,19.95,0.5462,0.315,15.258717690193222,66.23802828235068,46.598088812255554,71.18403012517044,38.54983855567544,High,77.2
REC_2015_01_D_082,20150101,82,1,0,0,0.0,-0.2193,0.892,52.01,4.37,0.797,25.24,0.4963,0.346,18.99239037441429,66.3037404340724,36.53525571352939,57.44433978482565,39.9185981922596,High,138.7
REC_2015_01_D_083,20150101,83,1,0,0,0.0,-0.979,0.7661,44.68,3.31,0.6891,34.01,0.554,0.284,22.39564688123304,70.20372633725829,65.05008879416324,40.02864268669055,52.52641930988719,Critical,67.5
REC_2015_01_D_084,20150101,84,1,0,0,0.0,-0.6844,0.0605,41.37,3.04,0.5867,42.79,0.6377,0.299,15.137965516547208,9.304145634843293,64.36634144859508,51.07909247142894,32.74319293153796,Moderate,132.0
REC_2015_01_D_085,20150101,85,1,0,0,0.0,-0.1746,1.9605,35.56,3.68,0.4901,59.79,0.5197,0.337,19.63180263118368,61.62784692405083,48.340784224104496,59.00350829165036,41.58099691806386,Critical,46.1
REC_2015_01_D_086,20150101,86,1,0,0,0.0,-0.1433,0.6068,36.72,3.24,0.77,23.75,0.6009,0.286,12.006684708034555,67.92039818984033,54.86070461332965,42.23072003303664,45.85113710659554,Critical,102.9
REC_2015_01_D_087,20150101,87,1,0,0,0.0,-1.5766,1.3903,31.61,2.74,0.4396,60.52,0.5177,0.292,27.2574983540171,31.210791226833432,61.47820706611718,58.64352724976008,39.62079362949077,High,54.5
REC_2015_01_D_088,20150101,88,1,0,0,0.0,-0.1554,2.0719,29.18,3.35,0.3977,73.14,0.4626,0.294,17.970106719396533,80.88105302951558,45.12614800124352,58.909892603797616,45.11085375274921,Critical,124.6
REC_2015_01_D_089,20150101,89,1,0,0,0.0,-0.0408,-0.9126,18.87,3.11,0.643,31.69,0.5786,0.351,8.041740077514238,53.90216232964976,44.8541956985197,72.08396508259094,32.68481851377845,Moderate,61.2
REC_2015_01_D_090,20150101,90,1,0,0,0.0,0.2756,3.0485,18.11,3.68,0.347,80.4,0.4597,0.294,21.142716951887344,20.626373056878137,81.2202862415644,73.49987897706603,37.10450411476363,High,79.9
REC_2015_01_D_091,20150101,91,4,1,1,9.82,2.3677,-0.6413,57.11,10.92,0.95,12.25,0.6946,0.27,37.24191036468644,51.20799653452584,66.93782311851851,73.49964172635276,46.00909967739647,Critical,92.6
REC_2015_01_D_092,20150101,92,1,0,0,0.0,-0.6633,0.5223,50.66,3.97,0.6252,43.25,0.5282,0.267,19.950610967236585,5.772324559440619,62.76956154782776,68.71857292387617,29.37694023221284,Low,154.6
REC_2015_01_D_093,20150101,93,1,0,0,0.0,1.1572,0.9462,52.22,7.83,0.8627,17.95,0.6227,0.269,27.000647076271704,21.716903782471693,24.762202715333565,20.748070086702946,35.570356729992234,Moderate,42.7
REC_2015_01_D_094,20150101,94,1,0,0,0.0,-1.4588,2.4972,46.04,3.11,0.387,78.06,0.4053,0.187,35.7788778512523,28.110065091302328,29.27211166220838,56.580579895582446,33.76309156463687,Moderate,96.7
REC_2015_01_D_095,20150101,95,1,0,0,0.0,0.2393,1.2798,35.66,4.59,0.6961,42.54,0.5821,0.191,15.615582056087495,4.860349367969241,46.30417722322737,74.26809905789818,22.622186453045764,Low,99.3
REC_2015_01_D_096,20150101,96,1,0,0,0.0,-0.3987,0.4721,35.24,2.96,0.6059,36.57,0.4739,0.2,12.53069533527268,42.43213045314718,63.62308952905469,55.524406073044034,39.16813238152346,High,97.0
REC_2015_01_D_097,20150101,97,1,0,0,0.0,-1.7822,-2.0415,26.94,2.56,0.5961,40.63,0.4697,0.239,30.915301923104685,60.15112109160085,32.53574805341968,67.32653344188483,38.98100117480956,High,114.9
REC_2015_01_D_098,20150101,98,1,0,0,0.0,-0.4079,-1.5753,26.89,2.8,0.6682,37.23,0.7059,0.268,16.632813022881326,18.753597852334053,64.71620775525972,12.555274995991043,43.34624030956464,Critical,123.9
REC_2015_01_D_099,20150101,99,2,1,0,1.77,1.1601,-1.1846,19.47,6.31,0.6563,34.22,0.4786,0.196,18.441128732324074,46.298144893983,77.9555624137435,64.88576787364909,43.61861187189903,Critical,70.1
REC_2015_01_D_100,20150101,100,1,0,0,0.0,0.3963,0.6829,18.98,4.09,0.5907,47.08,0.5919,0.277,9.447247236977477,21.884946429729712,44.448014705069134,34.4460806807955,32.528198318633855,Moderate,47.4
REC_2015_02_D_001,20150201,1,1,0,0,0.0,0.255,0.8616,53.83,4.05,0.95,11.45,0.6493,0.9,23.065007172254504,47.86799923487979,72.64442181473187,82.11955849363103,40.62369571535306,High,137.8
REC_2015_02_D_002,20150201,2,1,0,0,0.0,-0.9062,-2.0915,52.94,3.15,0.95,3.45,0.5803,0.9,35.15068078064387,67.22951964203348,23.16171490364122,69.11516033037428,39.31998080453698,High,71.2
REC_2015_02_D_003,20150201,3,1,0,0,0.0,-0.2396,-0.2867,48.97,3.02,0.8487,12.2,0.5601,0.9,18.39954790180048,32.9685257241952,54.90561995186298,52.30997078795146,37.0264066319644,High,65.8
REC_2015_02_D_004,20150201,4,1,0,0,0.0,0.2713,-0.4539,43.87,3.76,0.8609,18.36,0.6419,0.9,18.115828778147677,31.12412969763669,44.49945391453559,14.169405440615998,41.50676344836417,Critical,156.2
REC_2015_02_D_005,20150201,5,1,0,0,0.0,-1.5614,-0.0325,40.36,2.1,0.4116,58.23,0.5008,0.9,25.985995528098748,33.10544383401,34.321776962927,66.18068573567516,31.416466710528844,Moderate,60.8
REC_2015_02_D_006,20150201,6,1,0,0,0.0,-0.5033,0.0991,31.22,3.23,0.8164,18.58,0.5945,0.9,14.54865351646279,71.54470763253634,73.00765836138176,65.24098971202602,47.45448961101316,Critical,51.7
REC_2015_02_D_007,20150201,7,1,0,0,0.0,0.9642,-0.1955,31.06,5.92,0.8487,22.07,0.6175,0.9,19.020832515899937,20.2387914538284,43.95824757040232,54.63283756274875,30.82894199827791,Low,58.2
REC_2015_02_D_008,20150201,8,1,0,0,0.0,-0.3493,1.7018,23.85,2.21,0.4319,76.79,0.4215,0.9,19.8224622504558,40.69340736706874,39.60350081987296,64.23231159068814,33.17450340373453,Moderate,130.7
REC_2015_02_D_009,20150201,9,1,0,0,0.0,1.5008,-0.3127,20.02,6.53,0.8167,19.75,0.5402,0.9,21.12780601218933,50.08491263786348,53.10418209807553,58.55649434716943,40.42431661820767,High,142.3
REC_2015_02_D_010,20150201,10,1,0,0,0.0,-0.6834,0.1829,20.99,1.67,0.787,23.1,0.5471,0.9,13.61840643697001,66.80242329254789,50.51203122664417,72.93139704626401,38.82785615163622,High,125.2
REC_2015_02_D_011,20150201,11,1,0,0,0.0,-0.9819,-0.1983,54.59,3.62,0.7778,21.71,0.5457,0.82,25.476427586945118,12.3972657725921,48.83636581485989,52.59801440993439,32.431733290959656,Moderate,91.8
REC_2015_02_D_012,20150201,12,1,0,0,0.0,0.2633,-1.3546,50.52,5.71,0.8968,7.27,0.6331,0.82,24.37748346821176,19.386169810733687,60.40118317747664,69.1254531216438,33.43499266318735,Moderate,103.7
REC_2015_02_D_013,20150201,13,1,0,0,0.0,-0.8609,1.5544,50.73,2.4,0.6537,40.42,0.6582,0.82,30.70388648246332,19.00790603810396,29.05053961777632,75.62681841126087,26.10041367645689,Low,111.0
REC_2015_02_D_014,20150201,14,1,0,0,0.0,-0.6164,-1.564,44.6,3.02,0.7876,14.21,0.6175,0.82,26.87194859821708,60.67758591334962,48.258667893023045,66.29205991985005,42.037236047088285,Critical,104.0
REC_2015_02_D_015,20150201,15,2,1,0,2.58,1.2597,-0.7873,36.74,6.11,0.95,3.14,0.5934,0.82,25.949652254458925,62.93625117286799,54.17174621865668,66.57940287092325,43.7460144500342,Critical,98.3
REC_2015_02_D_016,20150201,16,1,0,0,0.0,-0.8303,-1.14,37.24,2.35,0.8454,15.73,0.6448,0.82,24.29494040114729,72.62325642657125,46.42301970965487,72.43592843076276,42.56286546824817,Critical,61.7
REC_2015_02_D_017,20150201,17,1,0,0,0.0,-0.217,0.0317,28.57,2.39,0.7406,23.99,0.5365,0.82,10.445984270340825,41.52962639845882,38.84062459898227,62.20012948804264,30.786332132853996,Low,65.7
REC_2015_02_D_018,20150201,18,1,0,0,0.0,-0.3188,-0.7114,26.67,2.37,0.7662,24.09,0.6472,0.82,14.483465193290824,39.88696650391908,55.54368260944091,38.2422554777414,40.55425074077896,High,54.8
REC_2015_02_D_019,20150201,19,1,0,0,0.0,0.9981,-1.2866,20.53,6.04,0.9477,4.96,0.6871,0.82,21.733462579287444,14.328549093174011,57.20085496817956,65.22117071653376,31.358155645817877,Moderate,100.9
REC_2015_02_D_020,20150201,20,1,0,0,0.0,0.7595,0.4813,14.55,2.65,0.5408,50.72,0.556,0.82,13.556432949626078,19.564482326825814,55.0841304589801,82.76632865874386,26.17581734959053,Low,91.4
REC_2015_02_D_021,20150201,21,1,0,0,0.0,-0.7807,0.1314,57.12,2.57,0.6878,27.66,0.5938,0.74,23.606043247368987,41.77836042797354,40.706560784928335,79.79143792056232,31.744755693323704,Moderate,98.8
