Prediction_ID,GeographyKey,Prediction_DateKey,Forecast_DateKey,Predicted_Disaster_Probability,Predicted_Disaster_Class,Alert_Level,Decision_Threshold,Actual_Disaster_Occurred,Expected_Economic_Risk_Million,Prediction_Type,Is_Out_Of_Sample,Model_Version,Training_End_Date
REC_2021_03_D_001,1,20210301,20210401,0.6052631735801697,1,Critical,0.1708459109067917,0.0,371.2062452544936,Training fitted,0,3.1,2022-12-01
REC_2021_04_D_001,1,20210401,20210501,0.6052631735801697,1,Critical,0.1708459109067917,0.0,372.06533688901465,Training fitted,0,3.1,2022-12-01
REC_2021_05_D_001,1,20210501,20210601,0.35384616255760193,1,High,0.1708459109067917,1.0,257.07096126389007,Training fitted,0,3.1,2022-12-01
REC_2021_06_D_001,1,20210601,20210701,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,92.5333359134829,Training fitted,0,3.1,2022-12-01
REC_2021_07_D_001,1,20210701,20210801,0.15000000596046448,0,Low,0.1708459109067917,0.0,71.43550103229668,Training fitted,0,3.1,2022-12-01
REC_2021_08_D_001,1,20210801,20210901,0.35384616255760193,1,High,0.1708459109067917,0.0,181.86625644818116,Training fitted,0,3.1,2022-12-01
REC_2021_09_D_001,1,20210901,20211001,0.35384616255760193,1,High,0.1708459109067917,1.0,168.0155461315794,Training fitted,0,3.1,2022-12-01
REC_2021_10_D_001,1,20211001,20211101,1.0,1,Critical,0.1708459109067917,1.0,882.8438743926419,Training fitted,0,3.1,2022-12-01
REC_2021_11_D_001,1,20211101,20211201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,169.63964622113403,Training fitted,0,3.1,2022-12-01
REC_2021_12_D_001,1,20211201,20220101,0.08955223858356476,0,Low,0.1708459109067917,0.0,50.60627244980517,Training fitted,0,3.1,2022-12-01
REC_2022_01_D_001,1,20220101,20220201,0.08920187503099442,0,Low,0.1708459109067917,0.0,42.701481667978165,Training fitted,0,3.1,2022-12-01
REC_2022_02_D_001,1,20220201,20220301,0.08920187503099442,0,Low,0.1708459109067917,0.0,36.21025057471442,Training fitted,0,3.1,2022-12-01
REC_2022_03_D_001,1,20220301,20220401,0.6052631735801697,1,Critical,0.1708459109067917,1.0,353.3254137975826,Training fitted,0,3.1,2022-12-01
REC_2022_04_D_001,1,20220401,20220501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,494.0050348590197,Training fitted,0,3.1,2022-12-01
REC_2022_05_D_001,1,20220501,20220601,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,145.71856732524566,Training fitted,0,3.1,2022-12-01
REC_2022_06_D_001,1,20220601,20220701,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,114.15375345430985,Training fitted,0,3.1,2022-12-01
REC_2022_07_D_001,1,20220701,20220801,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,85.2755055012801,Training fitted,0,3.1,2022-12-01
REC_2022_08_D_001,1,20220801,20220901,0.35384616255760193,1,High,0.1708459109067917,0.0,175.34817056338272,Training fitted,0,3.1,2022-12-01
REC_2022_09_D_001,1,20220901,20221001,0.35384616255760193,1,High,0.1708459109067917,1.0,162.52366663745292,Training fitted,0,3.1,2022-12-01
REC_2022_10_D_001,1,20221001,20221101,0.8333333134651184,1,Critical,0.1708459109067917,1.0,570.8412657249214,Training fitted,0,3.1,2022-12-01
REC_2022_11_D_001,1,20221101,20221201,0.08955223858356476,0,Low,0.1708459109067917,0.0,68.29241563778957,Training fitted,0,3.1,2022-12-01
REC_2022_12_D_001,1,20221201,20230101,0.029411764815449715,0,Low,0.1708459109067917,0.0,14.287042258955813,Training fitted,0,3.1,2022-12-01
REC_2023_01_D_001,1,20230101,20230201,0.08920187503099442,0,Low,0.1708459109067917,1.0,35.303929122864226,Calibration,1,3.1,2022-12-01
REC_2023_02_D_001,1,20230201,20230301,0.04545454680919647,0,Low,0.1708459109067917,0.0,16.533028473954868,Calibration,1,3.1,2022-12-01
REC_2023_03_D_001,1,20230301,20230401,0.4000000059604645,1,High,0.1708459109067917,1.0,180.94171809076568,Calibration,1,3.1,2022-12-01
REC_2023_04_D_001,1,20230401,20230501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,391.48854046107806,Calibration,1,3.1,2022-12-01
REC_2023_05_D_001,1,20230501,20230601,0.35384616255760193,1,High,0.1708459109067917,1.0,270.44931284860905,Calibration,1,3.1,2022-12-01
REC_2023_06_D_001,1,20230601,20230701,0.08955223858356476,0,Low,0.1708459109067917,0.0,52.815768440948005,Calibration,1,3.1,2022-12-01
REC_2023_07_D_001,1,20230701,20230801,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,90.15946835534623,Calibration,1,3.1,2022-12-01
REC_2023_08_D_001,1,20230801,20230901,0.35384616255760193,1,High,0.1708459109067917,0.0,183.0410546923957,Calibration,1,3.1,2022-12-01
REC_2023_09_D_001,1,20230901,20231001,0.35384616255760193,1,High,0.1708459109067917,1.0,188.14003596044168,Calibration,1,3.1,2022-12-01
REC_2023_10_D_001,1,20231001,20231101,0.8333333134651184,1,Critical,0.1708459109067917,1.0,592.8936195762601,Calibration,1,3.1,2022-12-01
REC_2023_11_D_001,1,20231101,20231201,0.15000000596046448,0,Low,0.1708459109067917,0.0,114.42338524322685,Calibration,1,3.1,2022-12-01
REC_2023_12_D_001,1,20231201,20240101,0.05970149114727974,0,Low,0.1708459109067917,0.0,31.24623693136203,Calibration,1,3.1,2022-12-01
REC_2024_01_D_001,1,20240101,20240201,0.05970149114727974,0,Low,0.1708459109067917,0.0,28.19365271542003,Validation,1,3.1,2022-12-01
REC_2024_02_D_001,1,20240201,20240301,0.08920187503099442,0,Low,0.1708459109067917,0.0,42.08138079371746,Validation,1,3.1,2022-12-01
REC_2024_03_D_001,1,20240301,20240401,0.6052631735801697,1,Critical,0.1708459109067917,0.0,333.5383503204861,Validation,1,3.1,2022-12-01
REC_2024_04_D_001,1,20240401,20240501,0.46875,1,High,0.1708459109067917,1.0,250.8130940792,Validation,1,3.1,2022-12-01
REC_2024_05_D_001,1,20240501,20240601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,135.05518335001486,Validation,1,3.1,2022-12-01
REC_2024_06_D_001,1,20240601,20240701,0.08955223858356476,0,Low,0.1708459109067917,0.0,53.627188449167015,Validation,1,3.1,2022-12-01
REC_2024_07_D_001,1,20240701,20240801,0.35384616255760193,1,High,0.1708459109067917,0.0,164.93595212811107,Validation,1,3.1,2022-12-01
REC_2024_08_D_001,1,20240801,20240901,0.35384616255760193,1,High,0.1708459109067917,0.0,172.11461315862232,Validation,1,3.1,2022-12-01
REC_2024_09_D_001,1,20240901,20241001,0.35384616255760193,1,High,0.1708459109067917,1.0,180.11840970186748,Validation,1,3.1,2022-12-01
REC_2024_10_D_001,1,20241001,20241101,0.8333333134651184,1,Critical,0.1708459109067917,1.0,607.8747996954536,Validation,1,3.1,2022-12-01
REC_2024_11_D_001,1,20241101,20241201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,172.4904690394741,Validation,1,3.1,2022-12-01
REC_2024_12_D_001,1,20241201,20250101,0.16679781675338745,0,Low,0.1708459109067917,0.0,94.77158139701086,Validation,1,3.1,2022-12-01
REC_2025_01_D_001,1,20250101,20250201,0.08920187503099442,0,Low,0.1708459109067917,0.0,39.35289090706198,Final test,1,3.1,2022-12-01
REC_2025_02_D_001,1,20250201,20250301,0.08920187503099442,0,Low,0.1708459109067917,0.0,38.89520234213827,Final test,1,3.1,2022-12-01
REC_2025_03_D_001,1,20250301,20250401,0.46875,1,High,0.1708459109067917,0.0,249.82509365366755,Final test,1,3.1,2022-12-01
REC_2025_04_D_001,1,20250401,20250501,0.46875,1,High,0.1708459109067917,0.0,248.6619466863811,Final test,1,3.1,2022-12-01
REC_2025_05_D_001,1,20250501,20250601,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,138.68720641881342,Final test,1,3.1,2022-12-01
REC_2025_06_D_001,1,20250601,20250701,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,154.74528674770286,Final test,1,3.1,2022-12-01
REC_2025_07_D_001,1,20250701,20250801,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,105.42158596663076,Final test,1,3.1,2022-12-01
REC_2025_08_D_001,1,20250801,20250901,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,115.86223668944244,Final test,1,3.1,2022-12-01
REC_2025_09_D_001,1,20250901,20251001,0.35384616255760193,1,High,0.1708459109067917,1.0,171.15402638887775,Final test,1,3.1,2022-12-01
REC_2025_10_D_001,1,20251001,20251101,0.8333333134651184,1,Critical,0.1708459109067917,1.0,513.0600034556977,Final test,1,3.1,2022-12-01
REC_2025_11_D_001,1,20251101,20251201,0.1808510571718216,1,Moderate,0.1708459109067917,1.0,140.94952834464488,Final test,1,3.1,2022-12-01
REC_2015_01_D_002,2,20150101,20150201,0.08920187503099442,0,Low,0.1708459109067917,0.0,34.02166121563217,Training fitted,0,3.1,2022-12-01
REC_2015_02_D_002,2,20150201,20150301,0.057692307978868484,0,Low,0.1708459109067917,0.0,21.532754176191382,Training fitted,0,3.1,2022-12-01
REC_2015_03_D_002,2,20150301,20150401,0.35384616255760193,1,High,0.1708459109067917,0.0,202.70392480548642,Training fitted,0,3.1,2022-12-01
REC_2015_04_D_002,2,20150401,20150501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,385.0335997632403,Training fitted,0,3.1,2022-12-01
REC_2015_05_D_002,2,20150501,20150601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,164.2965846263825,Training fitted,0,3.1,2022-12-01
REC_2015_06_D_002,2,20150601,20150701,0.08920187503099442,0,Low,0.1708459109067917,0.0,59.0869723018587,Training fitted,0,3.1,2022-12-01
REC_2015_07_D_002,2,20150701,20150801,0.375,1,High,0.1708459109067917,0.0,213.02507989937413,Training fitted,0,3.1,2022-12-01
REC_2015_08_D_002,2,20150801,20150901,0.375,1,High,0.1708459109067917,0.0,212.8323539394309,Training fitted,0,3.1,2022-12-01
REC_2015_09_D_002,2,20150901,20151001,0.46875,1,High,0.1708459109067917,1.0,280.0237076291379,Training fitted,0,3.1,2022-12-01
REC_2015_10_D_002,2,20151001,20151101,0.75,1,Critical,0.1708459109067917,1.0,576.4766648145128,Training fitted,0,3.1,2022-12-01
REC_2015_11_D_002,2,20151101,20151201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,142.09115431196668,Training fitted,0,3.1,2022-12-01
REC_2015_12_D_002,2,20151201,20160101,0.05970149114727974,0,Low,0.1708459109067917,0.0,35.456858357806645,Training fitted,0,3.1,2022-12-01
REC_2016_01_D_002,2,20160101,20160201,0.057692307978868484,0,Low,0.1708459109067917,0.0,31.06198147069493,Training fitted,0,3.1,2022-12-01
REC_2016_02_D_002,2,20160201,20160301,0.08920187503099442,0,Low,0.1708459109067917,0.0,45.89585299008614,Training fitted,0,3.1,2022-12-01
REC_2016_03_D_002,2,20160301,20160401,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,135.76345240530497,Training fitted,0,3.1,2022-12-01
REC_2016_04_D_002,2,20160401,20160501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,428.4861626243788,Training fitted,0,3.1,2022-12-01
REC_2016_05_D_002,2,20160501,20160601,0.4000000059604645,1,High,0.1708459109067917,0.0,387.1780650779823,Training fitted,0,3.1,2022-12-01
REC_2016_06_D_002,2,20160601,20160701,0.08955223858356476,0,Low,0.1708459109067917,1.0,63.21288781964877,Training fitted,0,3.1,2022-12-01
REC_2016_07_D_002,2,20160701,20160801,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,137.9369322465427,Training fitted,0,3.1,2022-12-01
REC_2016_08_D_002,2,20160801,20160901,0.15000000596046448,0,Low,0.1708459109067917,0.0,86.30225673941534,Training fitted,0,3.1,2022-12-01
REC_2016_09_D_002,2,20160901,20161001,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,118.10291674404027,Training fitted,0,3.1,2022-12-01
REC_2016_10_D_002,2,20161001,20161101,0.8181818127632141,1,Critical,0.1708459109067917,1.0,666.8574178151641,Training fitted,0,3.1,2022-12-01
REC_2016_11_D_002,2,20161101,20161201,0.1808510571718216,1,Moderate,0.1708459109067917,1.0,181.21957140981425,Training fitted,0,3.1,2022-12-01
REC_2016_12_D_002,2,20161201,20170101,0.08920187503099442,0,Low,0.1708459109067917,0.0,57.53295794329577,Training fitted,0,3.1,2022-12-01
REC_2017_01_D_002,2,20170101,20170201,0.08955223858356476,0,Low,0.1708459109067917,0.0,48.23140414554232,Training fitted,0,3.1,2022-12-01
REC_2017_02_D_002,2,20170201,20170301,0.08955223858356476,0,Low,0.1708459109067917,0.0,55.74140210840706,Training fitted,0,3.1,2022-12-01
REC_2017_03_D_002,2,20170301,20170401,0.4748295843601227,1,Critical,0.1708459109067917,0.0,361.7499966214031,Training fitted,0,3.1,2022-12-01
REC_2017_04_D_002,2,20170401,20170501,0.8181818127632141,1,Critical,0.1708459109067917,1.0,623.9380879656388,Training fitted,0,3.1,2022-12-01
REC_2017_05_D_002,2,20170501,20170601,0.5,1,Critical,0.1708459109067917,1.0,427.0990885343868,Training fitted,0,3.1,2022-12-01
REC_2017_06_D_002,2,20170601,20170701,0.08955223858356476,0,Low,0.1708459109067917,0.0,60.29164382278083,Training fitted,0,3.1,2022-12-01
REC_2017_07_D_002,2,20170701,20170801,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,119.64534634488733,Training fitted,0,3.1,2022-12-01
REC_2017_08_D_002,2,20170801,20170901,0.35384616255760193,1,High,0.1708459109067917,0.0,241.0325129839118,Training fitted,0,3.1,2022-12-01
REC_2017_09_D_002,2,20170901,20171001,0.35384616255760193,1,High,0.1708459109067917,0.0,231.34879760592236,Training fitted,0,3.1,2022-12-01
REC_2017_10_D_002,2,20171001,20171101,0.75,1,Critical,0.1708459109067917,1.0,574.8451966967324,Training fitted,0,3.1,2022-12-01
REC_2017_11_D_002,2,20171101,20171201,0.4000000059604645,1,High,0.1708459109067917,0.0,349.0394923605167,Training fitted,0,3.1,2022-12-01
REC_2017_12_D_002,2,20171201,20180101,0.057692307978868484,0,Low,0.1708459109067917,0.0,35.24357950266538,Training fitted,0,3.1,2022-12-01
REC_2018_01_D_002,2,20180101,20180201,0.15000000596046448,0,Low,0.1708459109067917,1.0,81.23963835695741,Training fitted,0,3.1,2022-12-01
REC_2018_02_D_002,2,20180201,20180301,0.08955223858356476,0,Low,0.1708459109067917,0.0,48.52349569972218,Training fitted,0,3.1,2022-12-01
REC_2018_03_D_002,2,20180301,20180401,0.6052631735801697,1,Critical,0.1708459109067917,1.0,400.91118390185324,Training fitted,0,3.1,2022-12-01
REC_2018_04_D_002,2,20180401,20180501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,449.47522265063503,Training fitted,0,3.1,2022-12-01
REC_2018_05_D_002,2,20180501,20180601,0.6052631735801697,1,Critical,0.1708459109067917,1.0,526.37988876406,Training fitted,0,3.1,2022-12-01
REC_2018_06_D_002,2,20180601,20180701,0.08920187503099442,0,Low,0.1708459109067917,0.0,74.46827713691894,Training fitted,0,3.1,2022-12-01
REC_2018_07_D_002,2,20180701,20180801,0.08955223858356476,0,Low,0.1708459109067917,0.0,64.84983950990747,Training fitted,0,3.1,2022-12-01
REC_2018_08_D_002,2,20180801,20180901,0.35384616255760193,1,High,0.1708459109067917,0.0,231.03157307991444,Training fitted,0,3.1,2022-12-01
REC_2018_09_D_002,2,20180901,20181001,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,151.0058277087441,Training fitted,0,3.1,2022-12-01
REC_2018_10_D_002,2,20181001,20181101,0.6052631735801697,1,Critical,0.1708459109067917,1.0,634.8009964124392,Training fitted,0,3.1,2022-12-01
REC_2018_11_D_002,2,20181101,20181201,0.08955223858356476,0,Low,0.1708459109067917,0.0,117.91938409474292,Training fitted,0,3.1,2022-12-01
REC_2018_12_D_002,2,20181201,20190101,0.04545454680919647,0,Low,0.1708459109067917,0.0,39.357971294501915,Training fitted,0,3.1,2022-12-01
REC_2019_01_D_002,2,20190101,20190201,0.08920187503099442,0,Low,0.1708459109067917,0.0,63.531971908412196,Training fitted,0,3.1,2022-12-01
REC_2019_02_D_002,2,20190201,20190301,0.012903225608170033,0,Low,0.1708459109067917,0.0,7.861332841297489,Training fitted,0,3.1,2022-12-01
